id,province,year,Total Import and Export Value (in ten thousand US dollars),100 US dollars converted to Chinese Yuan,Total Import and Export Value (in ten thousand yuan,GDP,Foreign Direct Investment (in ten thousand US dollars),Number of Green Invention Patent Applications (pieces),Number of Green Utility Model Patent Applications (pieces),Number of Green Patent Applications (pieces),Number of Green Invention Patent Grants (pieces),Number of Green Utility Model Patent Grants (pieces),Number of Green Patent Grants (pieces),Number of Invention Patents Granted,"General Budget Expenditure/10,000 RMB","Education Expenditure/10,000 RMB","Science and Technology Expenditure/10,000 RMB","Total Number of Employed Persons (10,000 persons)",Value Added of the Tertiary Industry (100 million yuan),Consumption Tax (100 million yuan),Resource Tax (100 million yuan),Urban Maintenance and Construction Tax (100 million yuan),Urban Land Use Tax (100 million yuan),Vehicle and Vessel Usage Tax and License Tax (100 million yuan),Vehicle Purchase Tax (100 million yuan),Farmland Occupation Tax (100 million yuan),Pollution Discharge Fee/Environmental Protection Tax (100 million yuan),Tax revenue (in 100 million yuan),Total tax revenue considering pollution discharge fee (in 100 million yuan),Per capita GDP (in yuan),Comprehensive innovation level(TCC),Industrial sulfur dioxide emissions (in tons),Industrial wastewater discharge volume (in ten thousand tons),Industrial smoke and dust emissions (in ten thousand tons) (including PM2.5 emissions),Fixed asset investment (in 100 million yuan),Total energy consumption (in ten thousand tons of standard coal),Urban unit end-of-year employment (in ten thousand people)
5,Neimenggu,2013,1199457,619.32,7428477.0924,16916.5029,464456,225,238,463,57,271,328,3836.0,36865160,4568693,316369,1370,6148.78,102.7368,70.64,69.17,85.52,12.94,51.5738,89.48,10.0501,2282.6903,2292.7404,46320,23.73,1236409,36986,68.4054,14217.3775,17681,303.8389
5,Neimenggu,2014,1455632,614.28,8941656.2496,17770.1888,397748,255,348,603,71,321,392,4031.0,38799789,4777716,328653,1360,7022.55,94.0616,72.69,61.05,86.74,14.13,48.3073,201.21,8.789,2078.1487,2086.9377,49585,19.23,1167133,39325,81.8754,17591.8291,18309,301.5
5,Neimenggu,2015,1273115,622.84,7929469.466,17831.5088,336629,311,488,799,96,428,524,5522.0,42529600,5365300,357200,1351,7213.51,130.1467,105.3,57.73,93.2,15.76,43.5748,282.44,7.0695,2166.2435,2173.313,52972,21.44,1061017,35753,65.6736,13702.2221,18784,298.2658
5,Neimenggu,2016,1164030,664.23,7731836.469,18128.1,396672,469,674,1143,135,526,661,5846.0,45127100,5549700,323800,1326,7937.08,144.0019,118.16,57.2,122.03,17.36,43.7643,262.01,9.7562,2210.5023,2220.2585,56560,18.22,430700,24200,39.39,15080.0139,19310,293.2421
5,Neimenggu,2017,1387352,675.18,9367123.2336,16096.21,314951,481,1088,1569,136,647,783,6271.0,45299252,5618498,336737,1317,8046.76,140.7011,204.03,66.89,81.19,19.11,59.6365,88.81,9.7836,2396.0727,2405.8563,61196,18.32,326900,21600,34.55,14013.1608,19763,280.6311
5,Neimenggu,2018,1569027,661.74,10382879.2698,17289.22,315868.9,764,1394,2158,142,1263,1405,9625.0,48314587,5763281,260519,1304,8728.1,126.0277,238.49,77.1,89.28,21.78,53.0769,49.78,8.6811,2569.91,2578.5911,66491,19.11,272500,19750,30.1802,10089.4763,23068,272.4304
5,Neimenggu,2019,1593947,689.85,10995843.3795,17212.53,206105.4,938,2122,3060,150,1324,1474,11059.0,51009101,6099668,284875,1272,8530.46,174.679,302.33,72.11,76.24,21.68,49.9412,69.09,16.337,2771.9387,2788.2757,71170,18.14,218100,25325.75,34.7067,14325.264,25346,280.9
5,Neimenggu,2020,1522270,689.76,10500009.552,17359.82,182240,634,608,1242,194,2351,2545,17958.0,52701600,6421700,323800,1242,8466.66,223.3303,300.79,66.38,82.44,23.49,46.8055,73.8,19.76,2973.9674,2993.7274,71640,17.82,163700,24540,39.2333,18822.6107,27133.65,289.36
5,Neimenggu,2021,1912046.9,645.15,12335570.57535,20514.2,32000,519,611,1130,205,2099,2304,24362.0,52395700,6412900,352800,1218,8914.7734,202.0078,385.12,82.7247,64.67,25.29,53.1681,49.53,18.33,3023.8025,3042.1325,88137,19.8,158492,23948.29,37.2859,18734.0449,26900.46,291.3
6,Liaoning,2004,3441086,827.68,28481180.6048,6672,540679,261,375,636,139,306,445,5749.0,9313979,1210028,39867,2097.3,2823.87107571117,44.4317,8.2991,31.7325,8.3446,1.4369,0,2.1174,6.7882,700.4966,707.2848,15355,36.72,649000,91810,73.4,2979.5901,13074,502.6
6,Liaoning,2005,4101327,819.17,33596840.3859,8047.26,359042,363,424,787,117,339,456,6195.0,12043636,1421954,46142,2120.3,3173.32,49.5743,12.0494,39.9204,9.759,1.6836,16.7338,3.6925,7.66252,873.8445,881.50702,17210,32.05,961000,105072,97,4200.4501,13611,497.1
6,Liaoning,2006,4839024,797.18,38575731.5232,9304.52,598554,499,500,999,158,429,587,7399.0,14227471,1668888,53972,2128.1,3545.28,67.4729,18.742,43.8653,16.8347,2.2323,19.8992,5.2882,8.7067,981.1295,989.8362,19760,32.38,1037000,94724,87.6,5689.6402,14987,498.02
6,Liaoning,2007,5947435,760.4,45224295.74,11164.3,909673,583,574,1157,160,559,719,9615.0,17642805,2521317,386889,2180.7,4036.99,77.8469,24.2627,51.5751,49.4187,3.0246,24.259,5.968,9.64835,1221.5503,1231.19865,24022,34.71,1067000,95197,90,7435.23,16544,495.5
6,Liaoning,2008,7243385,694.51,50306033.1635,13668.58,1201925,730,767,1497,233,674,907,10665.0,21534348,3063600,490226,2198.2,4647.46,79.37,28.2451,58.7061,66.0309,11.1117,29.5111,24.3289,9.92902,1474.4259,1484.35492,28185,32.11,1000779,83073,73.7,10019.0702,17801,510.8
6,Liaoning,2009,6293438,683.1,42990474.978,15212.49,1544390,876,1093,1969,305,770,1075,12198.0,26823864,3467304,574857,2277.1,5891.25,234.8266,32.6543,57.6854,85.181,9.8033,32.8161,69.5575,11.890512,1644.4443,1656.334812,29611,33.02,918837,75159,62.8,12292.4895,19112,509.5479
6,Liaoning,2010,8071215,676.95,54638089.9425,18457.27,2075010,955,1131,2086,282,1225,1507,17093.0,31958156,4053855,689037,2317.5,6849.37,291.7157,46.4538,71.6236,108.0455,12.2818,48.3844,96.4313,11.413178,2125.8511,2137.264278,31888,28.93,859000,71521,56.5,16043.0298,20947,518.1
6,Liaoning,2011,9603585,645.88,62027634.798,22226.7,2426739,1345,1209,2554,409,1356,1765,19176.0,39058500,5440900,872000,2364.9,8158.98,306.9738,68.12,102.79,145.75,14.98,56.858,140.4,13.35495,2564.4392,2577.79415,37353,31.77,1048914,90457,59.1152,17726.2899,22712,579.576
6,Liaoning,2012,10409000,631.25,65706812.5,24846.43,2679315,1943,1279,3222,520,1131,1651,21223.0,45585851,7287872,1012421,2423.8,9460.12,372.5135,109.3,108.41,221.92,19.9,59.5929,225.2,12.8649,3213.788,3226.6529,40778,31.28,979025,87168,62.6344,21836.2799,23526,598.7272
6,Liaoning,2013,11447819,619.32,70898632.6308,27213.22,2903996,2428,1233,3661,570,1487,2057,21656.0,51974158,6694754,1189861,2518.9,10486.56,341.7321,142.05,119.25,246.28,23.59,67.8879,239.92,14.1254,3337.6629,3351.7883,43956,28.85,947330,78286,57.2774,25107.6568,21721,689.07
6,Liaoning,2014,11399826,614.28,70026851.1528,28626.58,2742335,1971,1331,3302,520,1379,1899,19525.0,50804858,6044946,1088151,2562.2,11956.19,334.4144,102.14,118.22,248.05,26.31,71.0074,203.89,12.5907,3202.5051,3215.0958,45915,27.19,926035,90631,95.792,24730.8003,21803,665.2
6,Liaoning,2015,9594713,622.84,59759710.4492,28669.016,518516,2287,1740,4027,697,1561,2258,25182.0,44816100,6102400,689200,2409.9,13243.02,410.2511,37.63,117.56,125.41,28.81,64.6398,15.07,8.715,2590.8979,2599.6129,46482,26.88,869328,83140,83.6722,17917.8934,21362,618.3949
6,Liaoning,2016,8655690,664.23,57493689.687,22246.9,299902,3228,2208,5436,922,1809,2731,25104.0,45774700,6339600,616100,2301.2,11467.3,376.989,29.84,124.28,125.21,31.28,64.7511,14.97,10.3343,2638.6551,2648.9894,47069,24.46,401584.83,57639.2,50.9,6692.2458,20847,560.3886
6,Liaoning,2017,9959508,675.18,67244606.1144,23409.24,533508,3310,2938,6248,1009,1936,2945,26495.0,48794234,6480636,573820,2284.7,12307.16,388.034,42.28,129.77,139.1,34.31,75.9858,13.27,8.7534,2932.9057,2941.6591,50221,22.26,288939.1,51284.1,42.1,6676.7397,21365,519.4804
6,Liaoning,2018,11460114,661.74,75836158.3836,25315.35,489571,4178,3345,7523,979,2990,3969,35149.0,53377150,6538765,750452,2260.6,13256.95,367.6988,41.32,144.73,142.6,37.07,72.7426,10.14,4.4885,3188.4477,3192.9362,54657,22.44,200590.2,39554.7,36.1,6890.3959,22321,501.6267
6,Liaoning,2019,10532004,689.85,72655029.594,24909.45,332291.6,3349,4652,8001,1072,3255,4327,40037.0,57450884,7023767,740289,2238.4,13200.44,511.9161,42.45,134.11,132.86,41.08,71.3175,14.62,5.875,3313.9998,3319.8748,58019,22.73,112241.3,49492.6667,43.0333,7235.3218,23749,499.9
6,Liaoning,2020,9482832,689.76,65408782.0032,25114.96,251511,2084,1369,3453,1249,5324,6573,60185.0,60141700,7411500,727100,2231,13429.44,656.1334,41.02,126.16,135.66,44.9,69.8924,15.45,5.95,3439.5519,3445.5019,58629,25.04,23892.4,45734.3333,49.9667,7587.6354,24849.5,498.17
6,Liaoning,2021,11947684,645.15,77080483.326,27584.1,320000,1559,1440,2999,1143,4815,5958,80191.0,58792000,7036000,784000,2190,14247.0893,530.9731,51.51,115.1975,145.06,46.18,76.0284,17.22,8.05,3434.3879,3442.4379,64992,25.26,22239,43928.849,45.2195,7717.5047,24930.8,495.9
7,Jilin,2004,679044.8,827.68,5620318.00064,3122.01,45266,59,107,166,35,90,125,2145.0,5077758,607409,22908,1222,1017.94,50.9926,1.4399,11.5747,2.2149,0.52,0,1.9614,1.8524,364.1137,365.9661,9073,27.79,216000,33568,36.6,1169.1,5603,284.8
7,Jilin,2005,652772.3,819.17,5347314.84991,3620.27,66115,94,139,233,28,77,105,2023.0,6311212,741472,27113,1238.9,1413.83,55.326,1.8136,13.1567,2.3881,0.561,8.6136,1.966,2.10867,406.5159,408.62457,10237,22.41,308000,41189,46.4,1741.09,5315,261.9
7,Jilin,2006,791403.8,797.18,6308912.81284,4275.12,76064,108,141,249,39,139,178,2319.0,7183588,912752,32480,1250.5,1687.07,60.3859,2.3888,14.376,2.4757,0.6347,10.3024,4.4825,2.26351,474.5149,476.77841,11864,23.9,336000,39321,45.6,2594.34,5908,265.9089
7,Jilin,2007,1029800,760.4,7830599.2,5284.69,88495,158,169,327,40,170,210,2855.0,8837597,1444160,110870,1266.1,2025.44,74.0831,3.4794,18.739,6.0113,0.9778,13.451,3.2771,2.82014,592.3528,595.17294,14966,26.71,337000,39666,39.9,3651.3604,6557,262.1
7,Jilin,2008,1333213,694.51,9259297.6063,6426.1,99331,179,222,401,61,196,257,2984.0,11801223,1880346,134116,1281.4,2442.73,103.8766,4.1539,22.0521,18.8411,3.0301,15.5299,6.9296,3.62896,756.9344,760.56336,17696,26.61,313202,38353,32.5,5038.9202,7221,262
7,Jilin,2009,1174241,683.1,8021240.271,7278.75,113977,240,298,538,73,258,331,3275.0,14792092,2169899,189790,1297.3,2756.26,147.8874,4.498,22.344,18.1654,3.8749,19.1813,15.2018,3.62971875,877.6499,881.27961875,19858,24.37,300200,37563,34.3,6411.6003,7698,265.2598
7,Jilin,2010,1684518,676.95,11403344.601,8667.58,128042,278,299,577,97,321,418,4343.0,17872484,2502028,191233,1564,3111.12,189.6295,4.8042,26.3029,19.4491,4.7241,29.0329,11.5824,4.052975,1072.1946,1076.247575,23370,22.2,301000,38656,26.3,7870.3799,8297,267.6
7,Jilin,2011,2206093,645.88,14248713.4684,10568.83,148125,286,272,558,117,335,452,4920.0,22017400,3198200,211800,1525,3679.91,255.0115,6.06,46.39,22.76,6.23,33.0429,39.69,3.47914,1408.1485,1411.62764,28270,27.44,363443,41884,36.1279,7441.7099,9103,277.8558
7,Jilin,2012,2456301,631.25,15505400.0625,11939.24,164866,393,319,712,179,248,427,5930.0,24711956,4510537,249624,1490,4150.36,252.3008,15.32,57.24,31.61,8.08,36.6243,59.63,3.3578,1699.3794,1702.7372,32005,20.76,352337,44842,19.551,9511.5394,9443,285.4781
7,Jilin,2013,2583174,619.32,15998113.2168,13046.4,181949,437,320,757,188,369,557,6219.0,27448114,4220946,372231,1457,4613.89,295.8395,14.78,66.57,27.64,944,41.5637,66.13,3.4413,1883.1587,1886.6,35139,22.64,330956,42656,25.0928,9979.259,8645,338.4417
7,Jilin,2014,2638079,614.28,16205191.6812,13803.14,196643,506,427,933,150,420,570,6696.0,29132468,4071041,364479,1427.01,4992.54,282.45,13.39,59.67,33.07,11.13,47.1147,56.98,3.2494,1967.5149,1970.7643,37539,20.69,319643,42192,36.8032,11339.6204,8560,334.4
7,Jilin,2015,1887739,622.84,11757593.5876,14063.13,212747,598,602,1200,202,554,756,8878.0,32171000,4775700,413900,1399,5461.14,271.7104,10,63.13,30.6,13.08,44.7225,63.21,3.0464,1875.5096,1878.556,38128,18.95,302082,38772,33.8231,12705.2875,7020,325.062
7,Jilin,2016,1845289,664.23,12256963.1247,14776.8,227449,870,760,1630,263,591,854,9995.0,35860900,4997000,410100,1368,6273.33,284.24,7.31,67.66,28.69,14.73,42.3228,61.11,3.6622,1933.5114,1937.1736,40259,18.53,116967,19237.55,14.4243,13923.1956,6886,322.1463
7,Jilin,2017,1854297,675.18,12519842.4846,14944.53,242602.9,1308,1072,2380,323,703,1026,11090.0,37257220,5080895,468447,1339,6850.66,276.1412,8.48,66.62,31.03,16.09,52.6725,19.83,2.8975,1970.7911,1973.6886,42890,19,103156,20050.89,12.6371,13283.8871,6881,307.0568
7,Jilin,2018,2067916,661.74,13684227.3384,15074.62,258062,1595,1145,2740,343,1085,1428,13885.0,37895894,5138182,410991,1314,7503.02,247.2246,10.82,67.51,30.54,18.18,47.4358,18.34,1.3448,1971.8827,1973.2275,44925,20.48,81387,16532,10.6,13496.4295,7000,279.3233
7,Jilin,2019,1890412,689.85,13041007.182,11726.82,273790.3,1787,1593,3380,404,1099,1503,15579.0,39334231,5005285,391824,1286,6304.68,294.5452,10.45,60.38,26.47,18.8,43.3332,12.39,1.558,1783.5741,1785.1321,47554,18.8,89922,18606.8133,12.5538,14719.1931,7132,277.3
7,Jilin,2020,1852633,689.76,12778721.3808,12311.32,289751.9,1295,497,1792,519,1830,2349,23951.0,41271700,5266900,399400,1261,6432.1,341.8658,8.68,58.07,22.46,20.6,39.2306,20.81,1.48,1595.2655,1596.7455,50561,19.2,53072,17656.2175,14.5076,15994.9726,7185.7,275.27
7,Jilin,2021,2323779.8,645.15,14991865.3797,13235.52,305910.4,903,493,1396,505,1540,2045,29879.0,36968400,4869600,384300,1228.4,6913.3952,293.5094,11.93,64.9481,25.84,21.72,48.9446,19.88,1.44,1824.841,1826.281,55148,25.32,52245,17482.193,12.4929,15409.8844,7287.6,273.5
8,Heilongjiang,2004,678899.5,827.68,5619115.3816,4750.6,123639,148,183,331,33,149,182,2809.0,6975516,918029,35636,1681,1559.91536905335,35.1448,12.231,27.8142,3.8798,0.8717,0,1.5908,2.075,617.0821,619.1571,10835.5,26.61,295000,45190,54.5,1430.8199,7466,506.2
8,Heilongjiang,2005,956601.7,819.17,7836194.14589,5513.7,144690,160,218,378,37,182,219,2906.0,7877854,1065721,33565,1748.8,1855.22,33.9479,11.1357,27.604,3.6485,0.8643,9.8122,1.4344,2.62284,717.5726,720.19544,12456.45,25.26,431000,45158,57.8,1737.27,8050,490.4
8,Heilongjiang,2006,1285655,797.18,10248984.529,6211.8,170801,246,255,501,74,194,268,3622.0,9685255,1337055,38465,1784,2086,34.4552,14.5207,31.6421,3.456,1.45,11.9837,1.1168,2.86264,852.4809,855.34354,13946.75,25.07,440000,44801,56.8,2236,8731,496.543
8,Heilongjiang,2007,1729659,760.4,13152327.036,7104,208508,309,335,644,105,288,393,4303.0,11872711,1997524,174743,1827.6,2454.04,38.1925,15.3694,34.2113,7.0432,1.3483,16.1709,1.4806,3.01142,905.9398,908.95122,16022.86,26.56,440000,38388,55.1,2833.4997,9377,502.5
8,Heilongjiang,2008,2313059,694.51,16064426.0609,8314.37,254742,396,374,770,102,392,494,4574.0,15423004,2566199,200885,1852.4,2855,39.9098,14.0502,42.2162,20.5046,3.2157,19.7811,1.861,3.15873,1108.184,1111.34273,18653.94,25.28,441284,38910,49.1,3655.9696,9979,475.1
8,Heilongjiang,2009,1622951,683.1,11086378.281,8587,236200,427,432,859,168,391,559,5079.0,18777380,2666094,199577,1877,3371.95,140.3473,15.3136,37.4664,27.3625,4.8915,25.3234,5.2242,4.0519825,1104.8926,1108.9445825,18870.58,27.67,418905,34188,42,5028.8299,10467,469.0601
8,Heilongjiang,2010,2551542,676.95,17272663.569,10368.6,266151,488,472,960,188,488,676,6780.0,22532694,2991445,276916,2102,3861.59,163.2025,15.3364,43.8912,28.9131,6.5992,34.5726,15.7595,4.34593,1301.8514,1306.19733,21694.28,22.84,417000,38921,35.4,6812.5601,11234,460
8,Heilongjiang,2011,3852268,645.88,24881028.5584,12582,324804,537,586,1123,277,577,854,12236.0,27940800,3738300,332300,2066,4549.97,152.1885,23.73,61.53,43.97,8.34,40.2046,17.8,4.37117,1811.6683,1816.03947,26093.16,24.05,415209,44072,41.981,7475.3803,12119,466.1987
8,Heilongjiang,2012,3759029,631.25,23728870.5625,13691.58,389996,686,817,1503,319,622,941,20268.0,31715236,5447877,376423,2039,5540.31,193.9871,68.47,58.96,47.42,10.81,41.6091,17.91,4.3321,2101.5366,2105.8687,29352.09,24.61,397284,58355,45.0097,9694.7498,12758,470.9834
8,Heilongjiang,2013,3887910,619.32,24078604.212,14454.9056,461331,1112,820,1932,334,964,1298,19819.0,33691827,5012788,386146,1997,5947.92,179.6566,75.27,60.01,47.65,12.41,44.8452,20.64,4.6884,2219.1075,2223.7959,32068.04,23.55,352732,47796,52.0144,11453.0813,11853,467.791
8,Heilongjiang,2014,3890093,614.28,23896063.2804,15039.3764,508791,1407,960,2367,312,951,1263,15412.0,34342184,5059364,394571,1946,6883.61,187.35,108.33,59.38,49.65,14,48.6445,22.74,3.4776,2208.2483,2211.7259,33463.76,21.22,317480,41984,53.4705,9828.9898,11955,450.9
8,Heilongjiang,2015,2101203,622.84,13087132.7652,15083.67,544875,1673,1223,2896,415,1076,1491,18943.0,40206600,5496600,429100,1825,7652.09,231.3372,53.75,54.56,61.41,15.53,48.6589,18.57,3.469,1884.9787,1888.4477,32758.95,20.65,280967,36410,37.3,10182.9449,11104,433.5151
8,Heilongjiang,2016,1653918,664.23,10985819.5314,15386.09,581833,1489,1396,2885,502,1261,1763,18046.0,42273400,5588700,449200,1776,8314.94,213.6181,40.74,52.24,57.94,17.36,48.3431,21.5,4.2836,1665.1741,1669.4577,34024.63,21.16,165200,23935,16.69,10648.349,11070,424.8714
8,Heilongjiang,2017,1895120,675.18,12795471.216,15902.6817,583643.4,1469,1426,2895,534,1231,1765,18221.0,46410771,5731126,469094,1699,8876.83,228.4912,53.59,58.08,75.21,19.4,57.5103,20.92,3.9646,1894.9353,1898.8999,35887.47,19.51,129100,18058.97,15.59,11291.9785,11258,413.0136
8,Heilongjiang,2018,2643736,661.74,17494658.6064,16361.62,587025.8,1794,1327,3121,555,1346,1901,19435.0,46767503,5443838,395249,1635,9329.72,233.7985,66.55,63.29,72.76,21.1,52.0709,16,1.6962,2112.8218,2114.518,38199.46,19.19,101890.58,19965.66,12.05,10727.3801,11436,392.656
8,Heilongjiang,2019,2710865,689.85,18700902.2025,13612.68,54324.4,1919,1829,3748,490,1229,1719,19989.0,50115589,5551255,421622,1551,6815.03,250.2814,64.91,56.47,80.83,22.62,47.8899,22.96,2.3279,1977.486,1979.8139,41155.97,18.53,74681.16,19012.315,14.7767,11326.0334,11614,349.6
8,Heilongjiang,2020,2223092,689.76,15333999.3792,13698.5,54434.5,1363,723,2086,630,2215,2845,28475.0,54494100,5624200,429800,1473,6776.7,266.7643,48,49.41,72.66,25.14,43.7089,19.95,2.27,1842.1502,1844.4202,42432,17.85,47471.74,18571.288,17.5033,11940.5674,11525.734,306.54
8,Heilongjiang,2021,3088407.9,645.15,19924863.56685,14879.2,60000,945,663,1608,516,1950,2466,38884.0,51048100,5709500,435200,1420,7440.93,261.3188,65.06,62.4025,75.78,26.29,50.5967,14.03,2.57,1845.8165,1848.3865,47199,22.68,39586.78,18273.458,15.2934,11118.2536,12191.6,305.8
9,Shanghai,2004,16000992,827.68,132437010.5856,8072.83,654100,587,483,1070,146,275,421,10625.0,13825254,1553500,135111,812.3049,3565.34,144.1813,0,43.4552,2.1284,1.4093,0,3.6646,2.2011,3104.5832,3106.7843,44998,57.16,350000,56359,5.25,3050.26,7406,331.1
9,Shanghai,2005,18633674,819.17,152641467.3058,9247.66,685000,880,623,1503,176,389,565,12603.0,16462550,1829415,159199,855.8612,4620.92,145.8902,0,49.7914,2.0865,1.416,26.92,3.3916,2.96307,3523.4416,3526.40467,49377,56.97,375000,51097,4.95,3509.6599,8225,333.2
9,Shanghai,2006,22752420,797.18,181377741.756,10572.24,710700,1216,745,1961,248,623,871,16602.0,17955660,2054600,202682,1005.24,5244.2,193.5669,0,52.9671,2.5815,1.7269,30.6504,3.6059,3.46926,4141.8454,4145.31466,54996,57.09,374000,48336,4.73,3900.0401,8876,332.5153
9,Shanghai,2007,28285388,760.4,215082090.352,12494.01,792000,1583,952,2535,351,838,1189,24481.0,21816780,2833335,1057666,876.5842,6408.5,239.0962,0,65.5318,10.7061,2.5038,38.1536,2.0276,2.94438,6470.533,6473.47738,63951,51.41,364000,47570,4.04,4420.3699,9670,367.3
9,Shanghai,2008,32205531,694.51,223670633.3481,14069.86,1008400,1960,1364,3324,471,1115,1586,24468.0,25939161,3260628,1202743,896.0038,7350.43,301.8338,0,68.7706,34.0948,4.2046,36.1332,1.53,2.9551,6557.5384,6560.4935,69154,52.99,298010,41871,4.06,4823.1502,10207,377.2
9,Shanghai,2009,27771361,683.1,189706166.991,15046.45,1053800,2384,1913,4297,645,1405,2050,34913.0,29896500,3469518,2153112,929.2393,8930.85,460.1813,0,72.4288,23.6507,7.0941,36.7539,8.5545,2.41869225,6675.1724,6677.59109225,72363,52.44,239348,41192,3.64,5043.75,10367,385.4074
9,Shanghai,2010,36895065,676.95,249761142.5175,17165.98,1112100,2749,2188,4937,665,2185,2850,48215.0,33028862,4172775,2020323,924.7183,9833.51,706.57,0,87.6568,27.2759,9.9258,58.2466,12.1372,2.473869,8003.4255,8005.899369,79396,46.23,221000,36696,4.18,5108.8996,11201,392.9
9,Shanghai,2011,43754862,645.88,282603902.6856,19195.69,1260100,3192,2381,5573,1049,2581,3630,47960.0,39148800,5492400,2185000,1104.33,11142.86,890.2265,0,139.08,29.1,10.87,64.6125,15.1,2.3497,9595.0067,9597.3564,85897,49.98,210092,44626,6.64,4962.0701,11270,497.3238
9,Shanghai,2012,43658695,631.25,275595512.1875,20181.72,1518500,3733,2740,6473,1276,2361,3637,51508.0,41840170,6489518,2454281,1115.5,12199.15,974.1721,0,149.39,31.81,14.64,69.7704,12.04,1.8961,10409.001,10410.8971,89613,42.28,193405,46359,6.37,5117.6199,11362,555.7296
9,Shanghai,2013,44126822,619.32,273286234.0104,21818.15,1678000,4247,2578,6825,1384,3074,4458,48680.0,45286079,6795418,2576599,1137.35,13445.07,947.6019,0,167.86,30.77,17.88,70.0773,12.13,2.2421,10922.012,10924.2541,95746,47.18,172867,45426,6.72,5647.7911,11346,618.8374
9,Shanghai,2014,46639984,614.28,286500093.7152,23567.6953,1816600,4623,3000,7623,1359,3010,4369,50488.0,49234372,6956268,2622914,1365.63,15275.72,1045.6054,0,177.24,34.69,19.05,77.7928,14.48,1.7619,12083.951,12085.7129,102827,46.59,155360,43939,13.14,6016.4299,11085,648.9
9,Shanghai,2015,44924072,622.84,279805090.0448,25123.45,1845900,5761,3983,9744,1755,3347,5102,60623.0,61915600,7673200,2718500,1361.51,17022.63,1061.0473,0,221.27,37.44,21.1,87.9367,7.26,2.3831,13989.506,13991.8891,109186,45.62,104852,46939,11.14,6352.6995,10931,637.2328
9,Shanghai,2016,43376819,664.23,288121844.8437,28178.65,1851400,7411,5154,12565,2481,4051,6532,64230.0,69189400,8409700,3417100,1365.24,19662.9,1049.3303,0.01,239.49,42.97,19.66,93.4279,4.62,3.5225,14666.615,14670.1375,121369,46.04,63573,36598.71,7.28,6755.8843,11242,627.7762
9,Shanghai,2017,47619665,675.18,321518454.147,30632.99,1700800,9060,6785,15845,2372,4756,7128,72806.0,75476208,8741040,3898973,1372.65,21191.54,914.7064,0.01,271.56,47.58,27.46,100.6021,5.89,6.5184,16213.67,16220.1884,133489,44.81,13524,31585.9,3.03,7246.6032,11382,632.309
9,Shanghai,2018,51567970,661.74,341245884.678,32679.87,1730000,10612,7417,18029,2370,6673,9043,92460.0,83515376,9179868,4263655,1375.66,22842.96,1046.4179,0.01,275.91,43.99,25.69,96.3584,5.71,1.8078,17202.33,17204.1378,145767,46,10815,29100,1.62,7623.4263,11454,640.6657
9,Shanghai,2019,49390503,689.85,340720384.9455,38155.32,1904800,11983,10522,22505,2584,7226,9810,100587.0,81792840,9956956,3895425,1376.2,27752.28,1055.8888,0,284.19,22.89,22.26,93.4534,13.29,2.2502,16761.223,16763.4732,153299,45.63,7218,32428.2033,3.9767,7706.6441,11696,716.1
9,Shanghai,2020,50383136,689.76,347522718.8736,38700.58,2023300,8983,2821,11804,3083,12107,15190,139780.0,81021100,10005900,4062000,1374,28307.54,1065.3597,0,267.54,18.1,20.61,90.5484,8.29,1.95,16320.115,16322.065,156803,44.59,5200,30252.3354,6.3333,7757.0403,11099.59,791.53
9,Shanghai,2021,62860279,645.15,405543089.9685,43214.85,2255000,6739,2730,9469,3190,10006,13196,179317.0,84308600,10394600,4529300,1365,31665.56,1158.2392,0,307.8211,18.64,20.26,102.5995,2.89,1.85,18703.6868,18705.5368,175420,46.39,5402,29813.3813,5.873,8186.2372,11683.02,789.34
10,Jiangsu,2004,17084901,827.68,141408308.5968,15003.6,1213783,356,545,901,124,421,545,11330.0,13120404,2143705,64573,4537.1,5371.67767177,91.2419,2.3504,58.6375,4.4365,2.0893,0,13.8728,8.7221,2279.1321,2287.8542,19790,48.52,1183000,263538,75.1,6557.0498,13652,606.8
10,Jiangsu,2005,22792276,819.17,186707487.3092,18598.69,1318339,626,719,1345,151,501,652,13580.0,16733965,2582399,79492,4578.7,6489.14,98.838,2.8336,70.6573,6.7111,2.3638,45.7778,12.1566,11.64392,2755.1371,2766.78102,23983.99,48.41,1312000,296318,78.1,8165.3802,17167,628.8
10,Jiangsu,2006,28397838,797.18,226381884.9684,21742.05,1743140,879,877,1756,220,677,897,19352.0,20132502,2982252,106015,4629,7849.23,114.8676,3.8816,84.916,8.5749,2.8692,56.733,17.7468,13.12384,3302.397,3315.52084,27868,47.5,1241000,287181,70.4,10069.2196,19041,679.3726
10,Jiangsu,2007,34947179,760.4,265738349.116,26018.48,2189206,1289,1142,2431,267,970,1237,31770.0,25537217,4928972,687266,4677.9,9618.52,136.4868,4.3206,108.9427,55.8464,3.436,68.8378,14.7576,17.67072,4349.8287,4367.49942,33798,49.55,1161000,268762,61,12268.0599,20948,702.7
10,Jiangsu,2008,39227193,694.51,272436778.1043,30981.98,2512001,2029,1929,3958,420,1338,1758,44438.0,32474927,5926032,915173,4701,11548.8,175.1911,5.4988,125.5457,88.2963,13.1166,70.8707,25.932,20.03366,5163.4426,5183.47626,39967,48.81,1073577,259999,51.2,15300.5509,22232,707.6
